date;ili_cases;resp_admissions;otc_sales_index;flu_vaccine_campaign;holiday;day_of_week;month;year;trend
2015-03-08;5056;6229;35059;0;0;Sunday;3;2015;4,60235762528734
2015-03-09;5079;7830;35175;0;0;Monday;3;2015;4,59528555678670
2015-03-10;5102;7886;35192;0;0;Tuesday;3;2015;4,60142665108467
2015-03-11;5103;7898;35337;0;0;Wednesday;3;2015;4,59609368029362
2015-03-12;5129;7949;35664;0;0;Thursday;3;2015;4,60798175781704
2015-03-13;5155;8023;36153;0;0;Friday;3;2015;4,62023258799379
2015-03-14;5207;6498;36165;0;0;Saturday;3;2015;4,62740639010318
2015-03-15;5208;6522;36201;0;0;Sunday;3;2015;4,63038982278699
2015-03-16;5218;8178;36135;0;0;Monday;3;2015;4,62173292418111
2015-03-17;5211;8227;36231;0;0;Tuesday;3;2015;4,62364354809433
2015-03-18;5224;8257;36340;0;0;Wednesday;3;2015;4,62411451922896
2015-03-19;5242;8288;36570;0;0;Thursday;3;2015;4,63574681067416
2015-03-20;5259;8375;36695;0;0;Friday;3;2015;4,65383310604165
2015-03-21;5252;6740;36824;0;0;Saturday;3;2015;4,66384350914059
2015-03-22;5267;6783;36743;0;0;Sunday;3;2015;4,65756062378862
2015-03-23;5260;8526;37087;0;0;Monday;3;2015;4,67927059684260
2015-03-24;5285;8567;37278;0;0;Tuesday;3;2015;4,69437412716712
2015-03-25;5294;8569;37459;0;0;Wednesday;3;2015;4,70160933932587
2015-03-26;5321;8573;37425;0;0;Thursday;3;2015;4,68454449339377
2015-03-27;5324;8589;37547;0;0;Friday;3;2015;4,67999863720824
2015-03-28;5348;6908;37645;0;0;Saturday;3;2015;4,68431290653614
2015-03-29;5358;6914;37680;0;0;Sunday;3;2015;4,69692596555179
2015-03-30;5349;8642;37567;0;0;Monday;3;2015;4,69012692355221
2015-03-31;5341;8707;37951;0;0;Tuesday;3;2015;4,72723891311988
2015-04-01;5353;8718;38084;0;0;Wednesday;4;2015;4,70670066461037
2015-04-02;5391;8727;38103;0;0;Thursday;4;2015;4,70934132511703
2015-04-03;5396;8772;38202;0;0;Friday;4;2015;4,71174569868442
2015-04-04;5406;7015;38246;0;0;Saturday;4;2015;4,71011202951822
2015-04-05;5416;7062;38410;0;0;Sunday;4;2015;4,71192212240996
2015-04-06;5435;8869;38616;0;0;Monday;4;2015;4,72434607398568
2015-04-07;5455;8836;38730;0;0;Tuesday;4;2015;4,72060314722783
2015-04-08;5459;8798;38594;0;0;Wednesday;4;2015;4,70477500956479
2015-04-09;5473;8831;38723;0;0;Thursday;4;2015;4,71071268859290
2015-04-10;5479;8890;38891;0;0;Friday;4;2015;4,71569449047287
2015-04-11;5492;7142;38952;0;0;Saturday;4;2015;4,72056348394915
2015-04-12;5498;7154;38789;0;0;Sunday;4;2015;4,73224316469473
2015-04-13;5464;8983;38782;0;0;Monday;4;2015;4,73711148766521
2015-04-14;5459;9040;38830;0;0;Tuesday;4;2015;4,74987195796998
2015-04-15;5451;9043;38677;0;0;Wednesday;4;2015;4,73476460464362
2015-04-16;5447;9035;38762;0;0;Thursday;4;2015;4,72848279969390
2015-04-17;5471;9075;38790;0;0;Friday;4;2015;4,73697079540976
2015-04-18;5460;7265;38872;0;0;Saturday;4;2015;4,73844181058879
2015-04-19;5472;7307;38828;0;0;Sunday;4;2015;4,75288955656797
2015-04-20;5453;9135;38827;0;0;Monday;4;2015;4,74784235804270
2015-04-21;5453;9084;38825;0;0;Tuesday;4;2015;4,76008138536767
2015-04-22;5441;9094;38740;0;0;Wednesday;4;2015;4,75839305795777
2015-04-23;5431;9069;38840;0;0;Thursday;4;2015;4,75226265602061
2015-04-24;5450;9058;38721;0;0;Friday;4;2015;4,75383460412694
2015-04-25;5436;7299;38747;0;0;Saturday;4;2015;4,75933239735863
2015-04-26;5432;7256;38592;0;0;Sunday;4;2015;4,75205557774337
2015-04-27;5417;9095;38422;0;0;Monday;4;2015;4,74941551863510
2015-04-28;5396;9061;38330;0;0;Tuesday;4;2015;4,74195369801892
2015-04-29;5385;9088;38198;0;0;Wednesday;4;2015;4,75712143779652
2015-04-30;5357;9104;38272;0;0;Thursday;4;2015;4,76935756403711
2015-05-01;5353;9063;38091;0;0;Friday;5;2015;4,76403229266606
2015-05-02;5330;7286;38269;0;0;Saturday;5;2015;4,77460575270728
2015-05-03;5343;7265;38340;0;0;Sunday;5;2015;4,77704993847629
2015-05-04;5347;9083;38015;0;0;Monday;5;2015;4,77091602090482
2015-05-05;5312;9054;37913;0;0;Tuesday;5;2015;4,78012799530097
2015-05-06;5288;9031;37861;0;0;Wednesday;5;2015;4,78189849218251
2015-05-07;5276;9041;37869;0;0;Thursday;5;2015;4,79570029119442
2015-05-08;5266;8997;37888;0;0;Friday;5;2015;4,79875165512666
2015-05-09;5258;7219;37967;0;0;Saturday;5;2015;4,81563220494770
2015-05-10;5259;7189;37751;0;0;Sunday;5;2015;4,81553455983002
2015-05-11;5229;9020;37805;0;0;Monday;5;2015;4,82273003993875
2015-05-12;5229;9038;37721;0;0;Tuesday;5;2015;4,83143298415240
2015-05-13;5205;8985;37689;0;0;Wednesday;5;2015;4,83922406808970
2015-05-14;5190;8969;37727;0;0;Thursday;5;2015;4,84624349246284
2015-05-15;5190;8961;37641;0;0;Friday;5;2015;4,85111352703852
2015-05-16;5177;7160;37719;0;0;Saturday;5;2015;4,85520487697775
2015-05-17;5177;7183;37692;0;0;Sunday;5;2015;4,87385519063094
2015-05-18;5150;9008;37736;0;0;Monday;5;2015;4,88793649631977
2015-05-19;5145;8937;37567;0;0;Tuesday;5;2015;4,88683761460575
2015-05-20;5129;8986;37803;0;0;Wednesday;5;2015;4,90580198681794
2015-05-21;5134;8944;37646;0;0;Thursday;5;2015;4,91224997055103
2015-05-22;5114;8931;37494;0;0;Friday;5;2015;4,91084390283508
2015-05-23;5090;7152;37542;0;0;Saturday;5;2015;4,91754192543066
2015-05-24;5091;7130;37510;0;0;Sunday;5;2015;4,92097005055645
2015-05-25;5079;8912;37507;0;0;Monday;5;2015;4,92697944650191
2015-05-26;5073;8885;37288;0;0;Tuesday;5;2015;4,92224550496043
2015-05-27;5053;8857;37014;0;0;Wednesday;5;2015;4,91904725220790
2015-05-28;5024;8859;36976;0;0;Thursday;5;2015;4,93767644189815
2015-05-29;4990;8894;37100;0;0;Friday;5;2015;4,95229015120347
2015-05-30;4996;7096;36976;0;0;Saturday;5;2015;4,94845290645946
2015-05-31;4983;7065;36805;0;0;Sunday;5;2015;4,94445198530509
2015-06-01;4964;8854;36628;0;0;Monday;6;2015;4,96668531663306
2015-06-02;4911;8868;36690;0;0;Tuesday;6;2015;4,99077573825435
2015-06-03;4905;8866;36611;0;0;Wednesday;6;2015;4,98800432629580
2015-06-04;4896;8812;36359;0;0;Thursday;6;2015;4,97998127366967
2015-06-05;4869;8818;36503;0;0;Friday;6;2015;5,01121622533785
2015-06-06;4860;7015;36312;0;0;Saturday;6;2015;5,01851251448132
2015-06-07;4824;7030;36325;0;0;Sunday;6;2015;5,02538001340274
2015-06-08;4820;8791;36046;0;0;Monday;6;2015;5,03114137975224
2015-06-09;4778;8773;36076;0;0;Tuesday;6;2015;5,05018998161546
2015-06-10;4761;8696;36120;0;0;Wednesday;6;2015;5,05327275926209
2015-06-11;4763;8710;36025;0;0;Thursday;6;2015;5,07286668090365
2015-06-12;4735;8713;36096;0;0;Friday;6;2015;5,07566012639231
2015-06-13;4741;6925;35957;0;0;Saturday;6;2015;5,08571158525504
2015-06-14;4717;6915;35939;0;0;Sunday;6;2015;5,08037661519431
2015-06-15;4715;8598;35743;0;0;Monday;6;2015;5,08708134990890
2015-06-16;4685;8612;35785;0;0;Tuesday;6;2015;5,10408803151782
2015-06-17;4675;8543;35655;0;0;Wednesday;6;2015;5,10745397237017
2015-06-18;4656;8540;35579;0;0;Thursday;6;2015;5,12527873100139
2015-06-19;4627;8607;35861;0;0;Friday;6;2015;5,15755069488050
2015-06-20;4632;6868;35801;0;0;Saturday;6;2015;5,17196993705381
2015-06-21;4613;6864;35496;0;0;Sunday;6;2015;5,17448379668102
2015-06-22;4574;8557;35538;0;0;Monday;6;2015;5,18044858527808
2015-06-23;4572;8567;35221;0;0;Tuesday;6;2015;5,18110927586507
2015-06-24;4533;8533;34935;0;0;Wednesday;6;2015;5,20789595453958
2015-06-25;4472;8486;34676;0;0;Thursday;6;2015;5,18330815834828
2015-06-26;4456;8459;34316;0;0;Friday;6;2015;5,18911704074027
2015-06-27;4415;6738;34228;0;0;Saturday;6;2015;5,19521841878644
2015-06-28;4391;6743;34017;0;0;Sunday;6;2015;5,20235290204957
2015-06-29;4358;8385;33497;0;0;Monday;6;2015;5,19177470592325
2015-06-30;4300;8314;33351;0;0;Tuesday;6;2015;5,19893682138582
2015-07-01;4281;8328;33407;0;0;Wednesday;7;2015;5,20581345955609
2015-07-02;4273;8287;33112;0;0;Thursday;7;2015;5,22339968080822
2015-07-03;4220;8179;33190;0;0;Friday;7;2015;5,23363485861731
2015-07-04;4230;6559;33217;0;0;Saturday;7;2015;5,24978940139211
2015-07-05;4218;6483;32830;0;0;Sunday;7;2015;5,24521437897041
2015-07-06;4174;8066;32986;0;0;Monday;7;2015;5,24897032317185
2015-07-07;4190;8013;32576;0;0;Tuesday;7;2015;5,25588770146235
2015-07-08;4133;7922;32540;0;0;Wednesday;7;2015;5,26360987396839
2015-07-09;4118;7883;32251;0;0;Thursday;7;2015;5,26167172933166
2015-07-10;4082;7893;32290;0;0;Friday;7;2015;5,28146344854018
2015-07-11;4078;6230;31887;0;0;Saturday;7;2015;5,28034577832375
2015-07-12;4022;6246;31597;0;0;Sunday;7;2015;5,26920267858016
2015-07-13;3997;7801;31247;0;0;Monday;7;2015;5,27822757968606
2015-07-14;3948;7731;31288;0;0;Tuesday;7;2015;5,28987313415896
2015-07-15;3943;7786;31188;0;0;Wednesday;7;2015;5,30431440486891
2015-07-16;3918;7654;30910;0;0;Thursday;7;2015;5,29985179689182
2015-07-17;3888;7637;30669;0;0;Friday;7;2015;5,30236891239943
2015-07-18;3848;6052;30270;0;0;Saturday;7;2015;5,29408454771404
2015-07-19;3811;6059;30137;0;0;Sunday;7;2015;5,30753218513503
2015-07-20;3790;7478;29818;0;0;Monday;7;2015;5,31600915245942
2015-07-21;3741;7448;30013;0;0;Tuesday;7;2015;5,33014677832373
2015-07-22;3755;7379;29620;0;0;Wednesday;7;2015;5,34122952385754
2015-07-23;3699;7370;29471;0;0;Thursday;7;2015;5,34015404397949
2015-07-24;3682;7322;29220;0;0;Friday;7;2015;5,34695062468821
2015-07-25;3643;5810;28960;0;0;Saturday;7;2015;5,33286653049404
2015-07-26;3617;5753;28705;0;0;Sunday;7;2015;5,34289599307093
2015-07-27;3590;7157;28720;0;0;Monday;7;2015;5,35758498460571
2015-07-28;3572;7094;28364;0;0;Tuesday;7;2015;5,35382761334798
2015-07-29;3529;6988;27983;0;0;Wednesday;7;2015;5,33746736796100
2015-07-30;3493;7014;27797;0;0;Thursday;7;2015;5,32723909214515
2015-07-31;3481;6888;27732;0;0;Friday;7;2015;5,32110791006629
2015-08-01;3479;5508;27690;0;0;Saturday;8;2015;5,33851774902165
2015-08-02;3453;5444;27510;0;0;Sunday;8;2015;5,34355256837228
2015-08-03;3429;6761;27168;0;0;Monday;8;2015;5,33617462251235
2015-08-04;3401;6721;26997;0;0;Tuesday;8;2015;5,34673161370133
2015-08-05;3371;6667;26453;0;0;Wednesday;8;2015;5,32990012020773
2015-08-06;3312;6587;26392;0;0;Thursday;8;2015;5,33242987563676
2015-08-07;3304;6530;26228;0;0;Friday;8;2015;5,34855844491262
2015-08-08;3263;5203;26085;0;0;Saturday;8;2015;5,35014171254253
2015-08-09;3246;5235;26098;0;0;Sunday;8;2015;5,36819609596394
2015-08-10;3240;6527;25916;0;0;Monday;8;2015;5,39114933467835
2015-08-11;3204;6469;25750;0;0;Tuesday;8;2015;5,38447098240361
2015-08-12;3189;6402;25367;0;0;Wednesday;8;2015;5,37794810615379
2015-08-13;3147;6331;25368;0;0;Thursday;8;2015;5,37380355146034
2015-08-14;3147;6239;25359;0;0;Friday;8;2015;5,38409083178567
2015-08-15;3133;4995;25169;0;0;Saturday;8;2015;5,39744162105616
2015-08-16;3113;4962;25176;0;0;Sunday;8;2015;5,41453299079707
2015-08-17;3096;6169;25056;0;0;Monday;8;2015;5,43252771625068
2015-08-18;3071;6185;24931;0;0;Tuesday;8;2015;5,44828503929278
2015-08-19;3051;6128;24849;0;0;Wednesday;8;2015;5,46268304952792
2015-08-20;3031;6095;24599;0;0;Thursday;8;2015;5,46931679646199
2015-08-21;3000;6024;24294;0;0;Friday;8;2015;5,46543541087559
2015-08-22;2968;4809;24135;0;0;Saturday;8;2015;5,46317380104802
2015-08-23;2942;4806;24045;0;0;Sunday;8;2015;5,47224977110416
2015-08-24;2928;5992;23901;0;0;Monday;8;2015;5,49408513449668
2015-08-25;2898;5978;23614;0;0;Tuesday;8;2015;5,51614493273233
2015-08-26;2849;5914;23506;0;0;Wednesday;8;2015;5,50188326572407
2015-08-27;2849;5874;23321;0;0;Thursday;8;2015;5,49854328557178
2015-08-28;2826;5862;23152;0;0;Friday;8;2015;5,51773461073511
2015-08-29;2796;4644;22970;0;0;Saturday;8;2015;5,51209351358492
2015-08-30;2776;4566;22813;0;0;Sunday;8;2015;5,50095773886012
2015-08-31;2764;5669;22889;0;0;Monday;8;2015;5,51195584974709
2015-09-01;2768;5687;22872;0;0;Tuesday;9;2015;5,53428549680096
2015-09-02;2758;5639;22710;0;0;Wednesday;9;2015;5,55863054242554
2015-09-03;2727;5549;23010;0;0;Thursday;9;2015;5,56895874818225
2015-09-04;2751;5571;22892;0;0;Friday;9;2015;5,58115540574244
2015-09-05;2737;4438;22845;0;0;Saturday;9;2015;5,59175633960000
2015-09-06;2723;4379;22691;0;0;Sunday;9;2015;5,59657547028340
2015-09-07;2706;5414;22376;0;0;Monday;9;2015;5,56785807945789
2015-09-08;2678;5404;22412;0;0;Tuesday;9;2015;5,58046511190549
2015-09-09;2671;5406;22225;0;0;Wednesday;9;2015;5,58155284338306
2015-09-10;2659;5413;22158;0;0;Thursday;9;2015;5,59665185562117
2015-09-11;2637;5342;22033;0;0;Friday;9;2015;5,59538212415044
2015-09-12;2628;4295;21779;0;0;Saturday;9;2015;5,58403635045542
2015-09-13;2596;4298;21867;0;0;Sunday;9;2015;5,60148877697572
2015-09-14;2603;5352;21672;0;0;Monday;9;2015;5,60830255144128
2015-09-15;2581;5353;21522;0;0;Tuesday;9;2015;5,64825559408113
2015-09-16;2543;5312;21517;0;0;Wednesday;9;2015;5,66241151321440
2015-09-17;2534;5317;21532;0;0;Thursday;9;2015;5,67789657838866
2015-09-18;2528;5298;21567;0;0;Friday;9;2015;5,69053482775801
2015-09-19;2527;4200;21270;0;0;Saturday;9;2015;5,68950095398942
2015-09-20;2497;4175;21298;0;0;Sunday;9;2015;5,69079665736239
2015-09-21;2497;5190;21271;0;0;Monday;9;2015;5,70639491674573
2015-09-22;2486;5208;21259;0;0;Tuesday;9;2015;5,72194602204412
2015-09-23;2474;5180;21078;0;0;Wednesday;9;2015;5,73277574365533
2015-09-24;2457;5094;20916;0;0;Thursday;9;2015;5,72791006929993
2015-09-25;2437;5088;21034;0;0;Friday;9;2015;5,74975628741737
2015-09-26;2443;4049;20888;0;0;Saturday;9;2015;5,74108787696054
2015-09-27;2421;4063;20777;0;0;Sunday;9;2015;5,74175573347443
2015-09-28;2415;5052;21085;0;0;Monday;9;2015;5,77000631841158
2015-09-29;2429;5052;20982;0;0;Tuesday;9;2015;5,78024754022309
2015-09-30;2417;5050;21144;0;0;Wednesday;9;2015;5,79495487438718
2015-10-01;2427;5040;21209;0;0;Thursday;10;2015;5,80372460835871
2015-10-02;2441;4980;21219;0;0;Friday;10;2015;5,79876527439328
2015-10-03;2440;3955;21297;0;0;Saturday;10;2015;5,79779044526280
2015-10-04;2442;3967;21189;0;0;Sunday;10;2015;5,80444295949361
2015-10-05;2432;4898;21012;0;0;Monday;10;2015;5,78015818770783
2015-10-06;2425;4876;20935;0;0;Tuesday;10;2015;5,77667904544204
2015-10-07;2418;4914;21119;0;0;Wednesday;10;2015;5,78966489056428
2015-10-08;2430;4897;20837;0;0;Thursday;10;2015;5,79168033068463
2015-10-09;2403;4930;21107;0;0;Friday;10;2015;5,79384421691517
2015-10-10;2426;3965;20937;0;0;Saturday;10;2015;5,80753940998166
2015-10-11;2408;3964;21125;0;0;Sunday;10;2015;5,80709585713467
2015-10-12;2427;4970;21365;0;0;Monday;10;2015;5,81838388948845
2015-10-13;2449;4934;21425;0;0;Tuesday;10;2015;5,80916054490899
2015-10-14;2458;4918;20983;0;0;Wednesday;10;2015;5,80188541857565
2015-10-15;2408;4893;20783;1;0;Thursday;10;2015;5,79014436341821
2015-10-16;2390;4919;20310;1;0;Friday;10;2015;5,79598834824065
2015-10-17;2337;3903;20113;1;0;Saturday;10;2015;5,79892709160095
2015-10-18;2317;3950;20074;1;0;Sunday;10;2015;5,81834580800377
2015-10-19;2295;4904;19544;1;0;Monday;10;2015;5,82292798696992
2015-10-20;2242;4974;19935;1;0;Tuesday;10;2015;5,84146553174756
2015-10-21;2272;5024;19820;1;0;Wednesday;10;2015;5,86591778450678
2015-10-22;2254;5042;19915;1;0;Thursday;10;2015;5,86600840216970
2015-10-23;2264;4938;19883;1;0;Friday;10;2015;5,87489279291915
2015-10-24;2250;3935;19855;1;0;Saturday;10;2015;5,87144386032729
2015-10-25;2254;3852;20090;1;0;Sunday;10;2015;5,88382376400600
2015-10-26;2275;4767;19985;1;0;Monday;10;2015;5,87802616069316
2015-10-27;2262;4722;19955;1;0;Tuesday;10;2015;5,87276142193072
2015-10-28;2267;4619;20029;1;0;Wednesday;10;2015;5,88064935554651
2015-10-29;2271;4675;20114;1;0;Thursday;10;2015;5,88655746873938
2015-10-30;2275;4662;20205;1;0;Friday;10;2015;5,89418370050650
2015-10-31;2284;3737;20148;1;0;Saturday;10;2015;5,89987704963441
2015-11-01;2279;3712;20151;1;0;Sunday;11;2015;5,89959061144584
2015-11-02;2279;4651;20065;1;0;Monday;11;2015;5,90328858980065
2015-11-03;2268;4703;20241;1;0;Tuesday;11;2015;5,92449017724421
2015-11-04;2276;4699;20252;1;0;Wednesday;11;2015;5,92931122601098
2015-11-05;2278;4694;20287;1;0;Thursday;11;2015;5,92112633202149
2015-11-06;2281;4708;20442;1;0;Friday;11;2015;5,91768073041567
2015-11-07;2301;3755;20486;1;0;Saturday;11;2015;5,91166258169076
2015-11-08;2313;3775;20453;1;0;Sunday;11;2015;5,90766168026069
2015-11-09;2307;4708;20518;1;0;Monday;11;2015;5,90005084106246
2015-11-10;2319;4682;20603;1;0;Tuesday;11;2015;5,87879235203763
2015-11-11;2337;4684;20809;1;0;Wednesday;11;2015;5,89048300952954
2015-11-12;2355;4684;21001;1;0;Thursday;11;2015;5,90208342462185
2015-11-13;2370;4705;21050;1;0;Friday;11;2015;5,90457742026793
2015-11-14;2376;3771;21423;1;0;Saturday;11;2015;5,90233944709840
2015-11-15;2421;3793;21537;1;0;Sunday;11;2015;5,89921763077510
2015-11-16;2434;4777;21630;1;0;Monday;11;2015;5,90820497413529
2015-11-17;2442;4768;21949;1;0;Tuesday;11;2015;5,91547060987408
2015-11-18;2481;4810;22090;1;0;Wednesday;11;2015;5,92468704567161
2015-11-19;2485;4856;22513;1;0;Thursday;11;2015;5,92973542510885
2015-11-20;2533;4890;22603;1;0;Friday;11;2015;5,94092526425982
2015-11-21;2542;3957;22786;1;0;Saturday;11;2015;5,95023660370468
2015-11-22;2548;3959;23088;1;0;Sunday;11;2015;5,96081972740655
2015-11-23;2580;5065;23428;1;0;Monday;11;2015;5,97077934021327
2015-11-24;2617;5103;23527;1;0;Tuesday;11;2015;5,99239819762273
2015-11-25;2621;5120;33067;1;0;Wednesday;11;2015;5,98684785150068
2015-11-26;2634;5210;33674;1;1;Thursday;11;2015;6,00693109836848
2015-11-27;2666;5232;33589;1;1;Friday;11;2015;6,00858901180193
2015-11-28;2660;4268;33999;1;1;Saturday;11;2015;6,01293920436375
2015-11-29;2692;4287;24474;1;1;Sunday;11;2015;6,01875001975088
2015-11-30;2709;5371;25493;1;0;Monday;11;2015;6,01926787179549
2015-12-01;2825;5408;25796;0;0;Tuesday;12;2015;5,99872980229283
2015-12-02;2866;5498;26410;0;0;Wednesday;12;2015;6,00060047694164
2015-12-03;2934;5511;27101;0;0;Thursday;12;2015;6,00601430846205
2015-12-04;3009;5525;27620;0;0;Friday;12;2015;5,99363702784867
2015-12-05;3070;4486;28358;0;0;Saturday;12;2015;6,00413642444565
2015-12-06;3151;4476;28937;0;0;Sunday;12;2015;6,00316368751972
2015-12-07;3214;5690;29582;0;0;Monday;12;2015;6,02264110558009
2015-12-08;3276;5724;30400;0;0;Tuesday;12;2015;6,03028978672273
2015-12-09;3366;5956;30659;0;0;Wednesday;12;2015;6,02740195864490
2015-12-10;3390;6052;31737;0;0;Thursday;12;2015;6,03407928085162
2015-12-11;3502;6205;32196;0;0;Friday;12;2015;6,04165511193363
2015-12-12;3550;5108;32750;0;0;Saturday;12;2015;6,05577558560814
2015-12-13;3602;5215;33102;0;0;Sunday;12;2015;6,05920686178259
2015-12-14;3644;6668;33441;0;0;Monday;12;2015;6,04387310469812
2015-12-15;3689;6791;34061;0;0;Tuesday;12;2015;6,03587644646733
2015-12-16;3760;6914;34601;0;0;Wednesday;12;2015;6,03230393986804
2015-12-17;3825;7105;35019;0;0;Thursday;12;2015;6,04156659281340
2015-12-18;3863;7170;35640;0;0;Friday;12;2015;6,04371823018255
2015-12-19;3937;5925;36094;0;0;Saturday;12;2015;6,04257454476286
2015-12-20;3983;6003;36471;0;0;Sunday;12;2015;6,03912563644128
2015-12-21;4025;7621;37214;0;0;Monday;12;2015;6,04566258601347
2015-12-22;4097;7704;37585;0;0;Tuesday;12;2015;6,04214826325569
2015-12-23;4148;7796;52983;0;0;Wednesday;12;2015;6,04316905252626
2015-12-24;4174;7941;53790;0;1;Thursday;12;2015;6,03876928026345
2015-12-25;4240;8058;54394;0;1;Friday;12;2015;6,02988674284925
2015-12-26;4300;6549;39296;0;1;Saturday;12;2015;6,04443858873789
2015-12-27;4336;6657;39637;0;0;Sunday;12;2015;6,03626363403756
2015-12-28;4374;8417;40159;0;0;Monday;12;2015;6,04199392549916
2015-12-29;4433;8507;40734;0;0;Tuesday;12;2015;6,04131206701348
2015-12-30;4494;8659;57354;0;0;Wednesday;12;2015;6,03572756032564
2015-12-31;4524;8777;58082;0;1;Thursday;12;2015;6,04332069570981
2016-01-01;4578;8832;42202;0;1;Friday;1;2016;6,05205204075500
2016-01-02;4645;7209;42574;0;0;Saturday;1;2016;6,06969870844784
2016-01-03;4676;7316;42973;0;0;Sunday;1;2016;6,07795095840853
2016-01-04;4717;9224;43333;0;0;Monday;1;2016;6,08156628521344
2016-01-05;4753;9356;43906;0;0;Tuesday;1;2016;6,11259097418624
2016-01-06;4785;9484;44154;0;0;Wednesday;1;2016;6,11108812990136
2016-01-07;4815;9615;44674;0;0;Thursday;1;2016;6,10605629761823
2016-01-08;4875;9655;44985;0;0;Friday;1;2016;6,10570515848948
2016-01-09;4912;7826;45314;0;0;Saturday;1;2016;6,10960101282171
2016-01-10;4940;7949;45925;0;0;Sunday;1;2016;6,12060531451485
2016-01-11;5001;10028;46291;0;0;Monday;1;2016;6,12976376511084
2016-01-12;5034;10133;46583;0;0;Tuesday;1;2016;6,13370625864407
2016-01-13;5060;10206;46933;0;0;Wednesday;1;2016;6,13014063326161
2016-01-14;5106;10304;47403;0;0;Thursday;1;2016;6,14641390660483
2016-01-15;5141;10387;48023;0;0;Friday;1;2016;6,16057672281931
2016-01-16;5194;8411;48575;0;0;Saturday;1;2016;6,15833292689207
2016-01-17;5254;8479;49216;0;0;Sunday;1;2016;6,17020071776782
2016-01-18;5314;10680;49720;0;0;Monday;1;2016;6,17970157568426
2016-01-19;5366;10854;50173;0;0;Tuesday;1;2016;6,19515379174531
2016-01-20;5401;10921;50782;0;0;Wednesday;1;2016;6,20165008208969
2016-01-21;5460;10976;50988;0;0;Thursday;1;2016;6,19523941055768
2016-01-22;5487;11091;51697;0;0;Friday;1;2016;6,20826440458188
2016-01-23;5552;8931;52064;0;0;Saturday;1;2016;6,20597723927218
2016-01-24;5590;9035;52550;0;0;Sunday;1;2016;6,21624933212947
2016-01-25;5635;11469;53265;0;0;Monday;1;2016;6,23798411985159
2016-01-26;5692;11586;53613;0;0;Tuesday;1;2016;6,22879583964888
2016-01-27;5741;11739;53984;0;0;Wednesday;1;2016;6,24941494766057
2016-01-28;5759;11851;54394;0;0;Thursday;1;2016;6,26794655774975
2016-01-29;5787;11977;55181;0;0;Friday;1;2016;6,26765958998284
2016-01-30;5874;9632;55594;0;0;Saturday;1;2016;6,27014686222804
2016-01-31;5910;9752;56195;0;0;Sunday;1;2016;6,26828838536512
2016-02-01;5978;12263;56798;0;0;Monday;2;2016;6,26758470884258
2016-02-02;6036;12384;57162;0;0;Tuesday;2;2016;6,27838102265804
2016-02-03;6071;12511;57375;0;0;Wednesday;2;2016;6,27439143260552
2016-02-04;6095;12608;57683;0;0;Thursday;2;2016;6,27748813372639
2016-02-05;6122;12653;57808;0;0;Friday;2;2016;6,28104909995293
2016-02-06;6134;10191;58565;0;0;Saturday;2;2016;6,28508337344005
2016-02-07;6214;10365;58909;0;0;Sunday;2;2016;6,29189784059727
2016-02-08;6246;13059;59732;0;0;Monday;2;2016;6,31286358268914
2016-02-09;6306;13219;60011;0;0;Tuesday;2;2016;6,31335026529020
2016-02-10;6339;13325;60596;0;0;Wednesday;2;2016;6,31040146304219
2016-02-11;6403;13432;61083;0;0;Thursday;2;2016;6,32332430653872
2016-02-12;6440;13517;61601;0;0;Friday;2;2016;6,33212902953633
2016-02-13;6486;10860;62028;0;0;Saturday;2;2016;6,33948690936625
2016-02-14;6520;10901;62455;0;0;Sunday;2;2016;6,35039679200146
2016-02-15;6559;13807;62909;0;0;Monday;2;2016;6,34127748998067
2016-02-16;6613;13884;63017;0;0;Tuesday;2;2016;6,35691044790358
2016-02-17;6606;14058;63517;0;0;Wednesday;2;2016;6,36644962669255
2016-02-18;6650;14167;63863;0;0;Thursday;2;2016;6,38096275646275
2016-02-19;6673;14309;64221;0;0;Friday;2;2016;6,37997757932874
2016-02-20;6712;11481;64323;0;0;Saturday;2;2016;6,36655817882527
2016-02-21;6736;11564;64814;0;0;Sunday;2;2016;6,36671228349380
2016-02-22;6789;14523;65359;0;0;Monday;2;2016;6,36264381534356
2016-02-23;6842;14672;65996;0;0;Tuesday;2;2016;6,38987143981760
2016-02-24;6887;14792;66480;0;0;Wednesday;2;2016;6,39073677405384
2016-02-25;6936;14778;66934;0;0;Thursday;2;2016;6,39358003558680
2016-02-26;6979;14920;67464;0;0;Friday;2;2016;6,40920982078751
2016-02-27;7023;12002;67790;0;0;Saturday;2;2016;6,42041328605331
2016-02-28;7038;12090;68077;0;0;Sunday;2;2016;6,43214395257210
2016-02-29;7053;15239;69179;0;0;Monday;2;2016;6,46348104820158
2016-03-01;7129;15374;69282;0;0;Tuesday;3;2016;6,47014219218831
2016-03-02;7143;15541;70270;0;0;Wednesday;3;2016;6,49419394756366
2016-03-03;7211;15679;70291;0;0;Thursday;3;2016;6,50173113157679
2016-03-04;7207;15763;70614;0;0;Friday;3;2016;6,49214091190424
2016-03-05;7247;12656;70634;0;0;Saturday;3;2016;6,47486842949144
2016-03-06;7273;12757;71126;0;0;Sunday;3;2016;6,48636526500312
2016-03-07;7306;15966;71090;0;0;Monday;3;2016;6,48137276635543
2016-03-08;7319;16018;71494;0;0;Tuesday;3;2016;6,48679249019220
